GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHRA,AIANHHTA,AIANHHA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7S001,H7S002,H7S003,H7S004,H7S005,H7S006,H7S007,H7S008,H7S009,H7S010,H7S011,H7S012,H7S013,H7S014,H7S015,H7S016,H7S017,H7S018,H7S019,H7S020,H7S021,H7S022,H7S023,H7S024,H7S025,H7S026,H7S027,H7S028,H7S029,H7S030,H7S031,H7S032,H7S033,H7S034,H7S035,H7S036,H7S037,H7S038,H7S039,H7S040,H7S041,H7S042,H7S043,H7S044,H7S045,H7S046,H7S047,H7S048,H7S049,H7S050,H7S051,H7S052,H7S053,H7S054,H7S055,H7S056,H7S057,H7S058,H7S059,H7S060,H7S061,H7S062,H7S063,H7S064,H7S065,H7S066,H7S067,H7S068,H7S069,H7S070,H7S071
"G1300670","2010","3","5","Georgia","13","Cobb County","067",,,,,,,,,,,,"122",,,,,,,,,,,,"Cobb County",,511591,501694,333513,120602,1605,22926,265,22783,9897,9059,1805,1277,1539,89,2050,632,388,83,509,52,8,86,81,375,85,770,425,82,4,65,23,2,26,41,24,16,18,0,13,3,12,8,0,4,1,3,53,15,0,24,1,4,0,2,2,0,2,1,0,0,2,0,12,11,0,0,1,0,0,3,3
"G1300690","2010","3","5","Georgia","13","Coffee County","069",,,,,,,,,,,,"999",,,,,,,,,,,,"Coffee County",,31255,31022,20954,8135,84,225,5,1619,233,224,44,77,11,0,49,14,7,0,11,2,0,2,0,4,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1300710","2010","3","5","Georgia","13","Colquitt County","071",,,,,,,,,,,,"999",,,,,,,,,,,,"Colquitt County",,32914,32580,22494,6935,149,192,15,2795,334,322,26,97,27,2,104,29,5,1,15,1,2,6,0,0,7,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0
"G1300730","2010","3","5","Georgia","13","Columbia County","073",,,,,,,,,,,,"999",,,,,,,,,,,,"Columbia County",,90243,88679,70554,12748,308,3662,135,1272,1564,1458,243,330,438,37,147,45,56,7,42,6,0,7,28,68,4,104,44,11,0,10,9,0,5,11,8,0,2,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300750","2010","3","5","Georgia","13","Cook County","075",,,,,,,,,,,,"999",,,,,,,,,,,,"Cook County",,12530,12424,8694,3244,28,77,3,378,106,102,8,32,8,4,28,5,2,3,4,1,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1300770","2010","3","5","Georgia","13","Coweta County","077",,,,,,,,,,,,"122",,,,,,,,,,,,"Coweta County",,92485,91301,71714,15340,301,1372,50,2524,1184,1093,161,383,186,24,164,56,25,10,31,6,6,3,4,25,9,78,31,8,2,12,7,0,5,5,1,0,1,0,0,3,0,2,1,0,0,0,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1
"G1300790","2010","3","5","Georgia","13","Crawford County","079",,,,,,,,,,,,"356",,,,,,,,,,,,"Crawford County",,9762,9673,7359,2152,44,32,5,81,89,87,14,49,6,0,4,3,4,1,3,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300810","2010","3","5","Georgia","13","Crisp County","081",,,,,,,,,,,,"999",,,,,,,,,,,,"Crisp County",,17317,17215,10038,6762,24,142,6,243,102,99,31,13,20,1,3,9,4,2,6,4,0,0,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300830","2010","3","5","Georgia","13","Dade County","083",,,,,,,,,,,,"174",,,,,,,,,,,,"Dade County",,13047,12922,12578,130,53,91,8,62,125,119,2,86,13,0,11,1,1,0,1,0,0,0,2,1,1,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300850","2010","3","5","Georgia","13","Dawson County","085",,,,,,,,,,,,"122",,,,,,,,,,,,"Dawson County",,17247,17084,16587,82,61,101,7,246,163,154,14,95,19,4,9,3,0,0,0,0,0,5,2,1,2,7,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G1300870","2010","3","5","Georgia","13","Decatur County","087",,,,,,,,,,,,"999",,,,,,,,,,,,"Decatur County",,20760,20592,11963,8016,87,114,4,408,168,157,24,53,10,1,19,19,2,1,10,4,0,12,1,0,1,8,3,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300890","2010","3","5","Georgia","13","DeKalb County","089",,,,,,,,,,,,"122",,,,,,,,,,,,"DeKalb County",,526757,516434,190075,274691,1774,28028,252,21614,10323,9341,1728,1039,1373,50,1749,1137,482,197,800,126,5,169,65,382,39,900,544,93,12,46,17,2,41,19,11,9,30,4,17,12,20,10,0,8,1,4,69,37,0,12,0,7,1,3,0,0,2,2,3,1,1,0,11,6,5,0,0,0,0,2,2
"G1300910","2010","3","5","Georgia","13","Dodge County","091",,,,,,,,,,,,"999",,,,,,,,,,,,"Dodge County",,16719,16623,11477,4790,41,72,12,231,96,92,16,34,11,1,17,7,1,1,1,3,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300930","2010","3","5","Georgia","13","Dooly County","093",,,,,,,,,,,,"999",,,,,,,,,,,,"Dooly County",,11759,11679,5672,5652,13,76,3,263,80,72,21,17,7,0,14,6,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
"G1300950","2010","3","5","Georgia","13","Dougherty County","095",,,,,,,,,,,,"999",,,,,,,,,,,,"Dougherty County",,70231,69636,23579,44625,164,589,82,597,595,539,116,114,58,2,37,114,35,10,34,7,0,1,2,8,1,48,24,1,1,2,2,0,0,2,0,1,2,0,2,7,0,2,0,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0
"G1300970","2010","3","5","Georgia","13","Douglas County","097",,,,,,,,,,,,"122",,,,,,,,,,,,"Douglas County",,94870,93416,53745,34803,312,1446,86,3024,1454,1315,263,269,122,7,252,147,54,30,97,8,2,11,4,41,8,132,81,13,2,5,6,1,0,2,3,3,3,4,6,1,1,0,1,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G1300990","2010","3","5","Georgia","13","Early County","099",,,,,,,,,,,,"999",,,,,,,,,,,,"Early County",,8107,8062,4200,3769,26,27,1,39,45,43,6,12,4,0,6,9,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301010","2010","3","5","Georgia","13","Echols County","101",,,,,,,,,,,,"999",,,,,,,,,,,,"Echols County",,2851,2777,2192,137,46,11,2,389,74,72,0,35,3,0,33,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301030","2010","3","5","Georgia","13","Effingham County","103",,,,,,,,,,,,"496",,,,,,,,,,,,"Effingham County",,37344,36884,31335,4817,124,317,17,274,460,427,59,204,58,8,40,31,7,2,4,2,1,0,4,4,3,30,15,0,1,1,3,3,0,2,1,0,0,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G1301050","2010","3","5","Georgia","13","Elbert County","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Elbert County",,15467,15369,10622,4290,35,83,4,335,98,91,19,28,6,3,13,9,2,2,3,4,0,0,1,1,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1301070","2010","3","5","Georgia","13","Emanuel County","107",,,,,,,,,,,,"999",,,,,,,,,,,,"Emanuel County",,16850,16763,10902,5244,40,119,3,455,87,81,10,33,7,0,14,5,2,0,2,1,0,0,4,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301090","2010","3","5","Georgia","13","Evans County","109",,,,,,,,,,,,"999",,,,,,,,,,,,"Evans County",,8163,8095,5059,2298,14,58,13,653,68,63,10,13,9,0,18,0,4,1,3,0,0,1,1,2,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301110","2010","3","5","Georgia","13","Fannin County","111",,,,,,,,,,,,"999",,,,,,,,,,,,"Fannin County",,19151,18962,18675,61,54,58,6,108,189,183,7,134,20,4,13,0,0,0,1,0,1,0,1,0,2,6,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301130","2010","3","5","Georgia","13","Fayette County","113",,,,,,,,,,,,"122",,,,,,,,,,,,"Fayette County",,78468,77349,57799,14908,197,2887,50,1508,1119,1009,173,203,170,13,144,92,53,11,37,10,1,15,18,64,5,103,52,6,1,5,7,0,2,14,4,1,0,2,3,2,3,0,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G1301150","2010","3","5","Georgia","13","Floyd County","115",,,,,,,,,,,,"999",,,,,,,,,,,,"Floyd County",,72872,72073,58048,9719,233,929,75,3069,799,763,140,249,95,15,173,20,10,2,9,9,2,10,5,18,6,30,17,1,0,0,1,0,2,1,4,0,0,0,1,1,2,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1
"G1301170","2010","3","5","Georgia","13","Forsyth County","117",,,,,,,,,,,,"122",,,,,,,,,,,,"Forsyth County",,122106,120716,105877,3010,373,7235,36,4185,1390,1291,127,331,291,24,278,27,39,9,17,7,1,14,16,97,13,96,38,5,0,6,8,0,5,3,13,2,4,0,2,1,2,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G1301190","2010","3","5","Georgia","13","Franklin County","119",,,,,,,,,,,,"999",,,,,,,,,,,,"Franklin County",,17128,16950,15195,1375,36,87,4,253,178,165,31,73,13,1,32,9,1,1,1,0,0,0,2,0,1,11,5,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1301210","2010","3","5","Georgia","13","Fulton County","121",,,,,,,,,,,,"122",,,,,,,,,,,,"Fulton County",,700895,688429,327175,299970,1662,39032,273,20317,12466,11195,2423,1035,2276,110,1474,1468,677,136,795,73,9,91,107,466,55,1138,705,102,11,68,29,1,10,40,28,8,30,5,32,25,24,11,1,3,0,5,107,66,3,17,2,3,1,8,0,0,1,3,0,1,2,0,24,20,4,0,0,0,0,2,2
"G1301230","2010","3","5","Georgia","13","Gilmer County","123",,,,,,,,,,,,"999",,,,,,,,,,,,"Gilmer County",,22063,21825,20732,83,71,55,27,857,238,229,12,140,14,6,40,4,0,1,0,1,2,5,0,2,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"G1301250","2010","3","5","Georgia","13","Glascock County","125",,,,,,,,,,,,"999",,,,,,,,,,,,"Glascock County",,2269,2249,2051,183,6,1,0,8,20,20,2,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301270","2010","3","5","Georgia","13","Glynn County","127",,,,,,,,,,,,"999",,,,,,,,,,,,"Glynn County",,60395,59714,42972,14294,173,681,62,1532,681,624,104,185,86,12,74,60,18,7,29,7,0,2,10,25,5,54,35,1,1,1,2,0,1,7,0,0,1,0,2,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G1301290","2010","3","5","Georgia","13","Gordon County","129",,,,,,,,,,,,"999",,,,,,,,,,,,"Gordon County",,40311,39798,35140,1505,149,381,44,2579,513,496,87,148,40,3,172,9,2,1,5,1,0,1,1,8,18,15,6,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"G1301310","2010","3","5","Georgia","13","Grady County","131",,,,,,,,,,,,"999",,,,,,,,,,,,"Grady County",,18584,18372,12192,5061,134,71,15,899,212,204,19,68,11,1,60,15,5,3,6,2,0,5,0,5,4,8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301330","2010","3","5","Georgia","13","Greene County","133",,,,,,,,,,,,"999",,,,,,,,,,,,"Greene County",,12697,12598,7786,4361,32,47,11,361,99,86,15,27,2,1,18,13,4,0,2,1,0,0,2,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301350","2010","3","5","Georgia","13","Gwinnett County","135",,,,,,,,,,,,"122",,,,,,,,,,,,"Gwinnett County",,570614,557708,320715,126283,2505,62895,326,44984,12906,11962,1777,1255,1784,104,3290,694,553,170,783,186,10,319,111,815,111,829,394,81,9,77,24,5,42,25,36,15,24,5,22,7,21,13,2,6,14,7,100,36,3,30,1,7,1,3,0,2,6,3,1,0,7,0,15,12,3,0,0,0,0,0,0
"G1301370","2010","3","5","Georgia","13","Habersham County","137",,,,,,,,,,,,"999",,,,,,,,,,,,"Habersham County",,32737,32373,28726,1233,138,695,35,1546,364,355,36,179,36,5,55,6,1,1,0,0,0,9,1,7,19,7,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301390","2010","3","5","Georgia","13","Hall County","139",,,,,,,,,,,,"122",,,,,,,,,,,,"Hall County",,129518,127551,100467,9428,562,2271,103,14720,1967,1898,182,480,169,15,835,38,18,8,43,11,2,32,8,37,20,58,15,2,1,10,10,1,3,4,2,3,0,1,2,0,2,1,0,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0
"G1301410","2010","3","5","Georgia","13","Hancock County","141",,,,,,,,,,,,"999",,,,,,,,,,,,"Hancock County",,7710,7673,2099,5508,30,30,0,6,37,33,12,9,2,0,1,3,0,1,3,0,0,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301430","2010","3","5","Georgia","13","Haralson County","143",,,,,,,,,,,,"122",,,,,,,,,,,,"Haralson County",,21547,21355,20090,1029,52,110,2,72,192,182,15,125,16,2,8,9,0,0,1,5,0,1,0,0,0,9,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301450","2010","3","5","Georgia","13","Harris County","145",,,,,,,,,,,,"194",,,,,,,,,,,,"Harris County",,24406,24177,19493,4200,88,238,13,145,229,227,24,95,47,8,27,11,2,4,2,0,0,3,0,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301470","2010","3","5","Georgia","13","Hart County","147",,,,,,,,,,,,"999",,,,,,,,,,,,"Hart County",,19602,19496,15585,3471,25,160,0,255,106,102,12,48,5,4,19,3,2,0,4,0,0,0,1,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301490","2010","3","5","Georgia","13","Heard County","149",,,,,,,,,,,,"122",,,,,,,,,,,,"Heard County",,8786,8699,7684,884,31,39,2,59,87,86,8,55,9,0,11,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301510","2010","3","5","Georgia","13","Henry County","151",,,,,,,,,,,,"122",,,,,,,,,,,,"Henry County",,144265,141973,84012,50255,398,4284,88,2936,2292,2044,422,383,283,22,208,218,115,49,154,27,2,20,24,109,8,226,146,17,2,6,9,0,6,9,1,0,4,4,10,2,4,3,1,2,0,0,17,11,1,1,2,1,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
"G1301530","2010","3","5","Georgia","13","Houston County","153",,,,,,,,,,,,"356",,,,,,,,,,,,"Houston County",,102409,100645,67784,27575,352,2619,134,2181,1764,1625,233,404,392,22,212,112,100,9,36,18,0,15,21,45,6,127,69,7,4,5,9,2,6,11,2,3,0,0,2,1,5,1,0,0,0,0,10,2,0,0,1,1,0,1,1,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0
"G1301550","2010","3","5","Georgia","13","Irwin County","155",,,,,,,,,,,,"999",,,,,,,,,,,,"Irwin County",,7223,7182,5262,1816,0,40,0,64,41,38,7,7,6,1,6,3,0,1,0,0,0,0,0,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301570","2010","3","5","Georgia","13","Jackson County","157",,,,,,,,,,,,"999",,,,,,,,,,,,"Jackson County",,44440,43943,39142,3019,89,689,10,994,497,464,62,186,58,5,101,14,5,2,6,1,0,3,8,11,2,31,9,2,2,1,0,2,2,5,3,0,0,0,3,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301590","2010","3","5","Georgia","13","Jasper County","159",,,,,,,,,,,,"122",,,,,,,,,,,,"Jasper County",,10425,10321,7832,2249,41,23,1,175,104,94,14,44,6,2,14,0,0,1,5,2,0,0,2,4,0,10,3,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301610","2010","3","5","Georgia","13","Jeff Davis County","161",,,,,,,,,,,,"999",,,,,,,,,,,,"Jeff Davis County",,10902,10841,8547,1557,23,40,0,674,61,61,7,28,5,0,11,3,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301630","2010","3","5","Georgia","13","Jefferson County","163",,,,,,,,,,,,"999",,,,,,,,,,,,"Jefferson County",,12659,12590,5676,6659,16,47,0,192,69,63,19,15,3,0,13,4,6,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0
"G1301650","2010","3","5","Georgia","13","Jenkins County","165",,,,,,,,,,,,"999",,,,,,,,,,,,"Jenkins County",,6104,6070,3600,2269,20,27,4,150,34,28,2,10,1,2,4,4,2,0,0,0,0,0,0,3,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301670","2010","3","5","Georgia","13","Johnson County","167",,,,,,,,,,,,"999",,,,,,,,,,,,"Johnson County",,7890,7854,5106,2678,13,13,3,41,36,33,3,13,5,0,5,1,1,1,1,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301690","2010","3","5","Georgia","13","Jones County","169",,,,,,,,,,,,"356",,,,,,,,,,,,"Jones County",,21196,21060,15642,5163,50,145,3,57,136,126,21,51,11,3,10,10,6,0,2,2,0,0,3,7,0,10,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301710","2010","3","5","Georgia","13","Lamar County","171",,,,,,,,,,,,"122",,,,,,,,,,,,"Lamar County",,14448,14308,9592,4531,37,57,2,89,140,132,27,57,8,1,8,16,8,4,2,0,0,0,0,1,0,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1301730","2010","3","5","Georgia","13","Lanier County","173",,,,,,,,,,,,"999",,,,,,,,,,,,"Lanier County",,7310,7206,5317,1675,31,78,3,102,104,93,13,37,20,0,8,7,6,0,0,0,2,0,0,0,0,11,5,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301750","2010","3","5","Georgia","13","Laurens County","175",,,,,,,,,,,,"999",,,,,,,,,,,,"Laurens County",,35959,35692,22761,12105,73,357,3,393,267,254,55,88,22,5,26,25,8,2,9,0,0,1,1,11,1,11,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301770","2010","3","5","Georgia","13","Lee County","177",,,,,,,,,,,,"999",,,,,,,,,,,,"Lee County",,20363,20200,15879,3726,58,424,15,98,163,148,18,42,38,3,14,6,7,1,1,3,0,0,2,13,0,15,8,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301790","2010","3","5","Georgia","13","Liberty County","179",,,,,,,,,,,,"496",,,,,,,,,,,,"Liberty County",,44262,43029,21945,18370,264,993,239,1218,1233,1144,339,172,194,24,106,89,59,29,70,2,0,6,27,18,9,75,45,0,0,5,5,1,0,13,2,0,0,0,3,0,1,0,0,0,0,0,12,7,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0
"G1301810","2010","3","5","Georgia","13","Lincoln County","181",,,,,,,,,,,,"999",,,,,,,,,,,,"Lincoln County",,6345,6303,4283,1957,19,23,1,20,42,40,4,20,7,0,3,5,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301830","2010","3","5","Georgia","13","Long County","183",,,,,,,,,,,,"496",,,,,,,,,,,,"Long County",,10045,9862,6564,2502,60,88,31,617,183,168,30,40,29,5,20,13,5,0,15,2,0,0,4,5,0,13,9,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301850","2010","3","5","Georgia","13","Lowndes County","185",,,,,,,,,,,,"999",,,,,,,,,,,,"Lowndes County",,82263,81095,50058,27917,302,1243,99,1476,1168,1078,217,237,237,18,113,92,53,7,43,8,4,10,19,16,4,83,38,5,1,4,3,1,0,12,2,1,3,0,3,5,1,0,2,1,1,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G1301870","2010","3","5","Georgia","13","Lumpkin County","187",,,,,,,,,,,,"999",,,,,,,,,,,,"Lumpkin County",,23725,23383,22531,283,151,110,20,288,342,328,40,189,44,6,35,2,3,0,1,0,0,1,3,2,2,13,5,2,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301890","2010","3","5","Georgia","13","McDuffie County","189",,,,,,,,,,,,"999",,,,,,,,,,,,"McDuffie County",,16177,16050,9823,6016,41,60,8,102,127,120,23,60,11,0,6,2,9,0,5,0,0,1,0,0,3,7,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301910","2010","3","5","Georgia","13","McIntosh County","191",,,,,,,,,,,,"999",,,,,,,,,,,,"McIntosh County",,11255,11161,7139,3891,39,33,8,51,94,92,14,24,9,6,9,21,0,0,5,0,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1301930","2010","3","5","Georgia","13","Macon County","193",,,,,,,,,,,,"999",,,,,,,,,,,,"Macon County",,11487,11411,4202,6889,28,138,17,137,76,73,14,13,10,0,6,10,8,4,3,0,0,2,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
